,BVTV,DA,E1,E2,E3,Mu12,Mu23,Mu31,Nu12,Nu13,Nu23,ROI Number,Scan,m1,m2,m3,Variation Coefficient,Group,OI Type,Compliance Norm Error,Stiffness Norm Error
98,0.1844,1.901,250.06035971923183,302.0128675261268,1007.702162739416,87.43586453413087,155.3363524971692,167.62117926909295,0.21527869691812584,0.0932357368370402,0.07035034683892498,3,C0001890_SEG_UNCOMP,0.76535,0.7794399999999999,1.4552100000000001,0.17268073599691625,Control,,0.03481028423320721,0.02129851046955578
99,0.11,1.8630000000000002,68.71186552805237,104.28672672099293,325.57181816178894,32.23669613377061,58.05496189961559,46.9270973600579,0.19806631444056885,0.06711398538001552,0.08755011486845407,4,C0001890_SEG_UNCOMP,0.74164,0.87661,1.38175,0.11067769109897968,Control,,0.0424051876436981,0.04454611744941011
100,0.11199999999999999,1.806,64.35220090407661,132.00520322037852,297.3000131283169,28.14471937971747,63.43070146911455,40.757272834493634,0.13621119765353978,0.06550045667255439,0.11589599357639856,5,C0001890_SEG_UNCOMP,0.73234,0.94504,1.3226200000000001,0.09131693303311826,Control,,0.03552040942156574,0.06679234087392688
101,0.2202,1.95,294.55449271927506,434.5521939343973,1357.034708216845,138.91948934942224,244.71875079140088,192.32152012835166,0.24685291962324285,0.073140908017739,0.07702155524582684,6,C0001890_SEG_UNCOMP,0.73022,0.84551,1.4242700000000001,0.15127655698144804,Control,,0.04024189593186912,0.027658488261406707
103,0.2306,1.921,323.33065223404253,785.7201940477199,1407.0941739839081,181.03250123630147,340.0958566429246,188.61601146094085,0.17235835567605956,0.06444246474083798,0.13238790513267135,2,C0001821_SEG_UNCOMP,0.69298,0.97585,1.33117,0.2390392592093405,Control,,0.037340066679210825,0.03810659831127881
104,0.1948,2.373,185.60308000409057,710.5529334326044,1227.2145799667067,115.77000344539532,371.431288070757,129.67076491529022,0.1264562113883264,0.04910699476453885,0.15762670157695732,3,C0001821_SEG_UNCOMP,0.59235,1.00224,1.4054200000000001,0.3439418170797251,Control,,0.048882803034117135,0.06008078064318852
105,0.122,1.983,77.70926382193616,264.33193534712507,549.7394536994249,51.44463531568029,131.7694980998607,56.15055261642446,0.13431353358984274,0.048167041246702375,0.12284007521244845,4,C0001821_SEG_UNCOMP,0.67094,0.99869,1.33036,0.2578510535983407,Control,,0.0611898334754305,0.059772626453422906
106,0.2765,2.342,279.9638626914893,1364.6916039150785,1757.2699251917402,207.01740266326385,662.2624336636662,211.87908733385242,0.11449850457837553,0.06357895564873467,0.19891584849910834,5,C0001821_SEG_UNCOMP,0.55089,1.1587399999999999,1.29036,0.11940800545390735,Control,,0.025165524569555363,0.03842243052535078
107,0.1406,1.9240000000000002,187.87258121081848,248.6370069427227,791.2423588800311,77.52538543998452,136.74432826778366,101.19240947125931,0.2286841121393383,0.05496783757221984,0.100855235734127,6,C0001821_SEG_UNCOMP,0.73655,0.84636,1.41709,0.390050783474762,Control,,0.07076385731997835,0.06702940475421802
108,0.3258,2.005,547.6959957657102,1197.7242399670508,2134.554871689369,269.8845272649186,608.3161356314572,334.9657336442028,0.17771846153676898,0.07939928973807849,0.1518279900470153,1,C0001808_SEG_UNCOMP,0.6902699999999999,0.92571,1.38402,0.13565363273855752,Control,,0.02109172971375202,0.026036895810565713
109,0.2398,1.7830000000000001,413.12537257536,499.2602553602852,1353.318522501482,181.44302835209962,288.46149179689115,245.3610611050082,0.27952559619733003,0.0846107717341569,0.10836666337164837,2,C0001808_SEG_UNCOMP,0.7811,0.82605,1.39285,0.14626862528549156,Control,,0.031335397747077866,0.03238282630764005
110,0.4116,2.142,923.8474508887517,1827.1482317065747,2998.3224284514863,469.1613931157764,893.8515902556119,516.6462679899544,0.19814666471362008,0.08715618813664272,0.16170964485858674,3,C0001808_SEG_UNCOMP,0.64913,0.9601700000000001,1.3907,0.1678031003486068,Control,,0.022310002659732243,0.028338551847310236
111,0.2926,1.815,575.5506350724403,811.0593607601471,1759.036995182136,268.9208105132294,409.78655180319504,299.30658255564435,0.2565535317827449,0.08543858833146095,0.12329604363176995,4,C0001808_SEG_UNCOMP,0.74556,0.90156,1.35287,0.11889313572200533,Control,,0.02991154454721186,0.029281946982907182
112,0.2624,1.925,490.321163404928,688.5672060200595,1558.1938378878467,223.0354993925769,298.5766977993294,268.8035018597004,0.24035913178053026,0.0921821147634865,0.09482806007727804,5,C0001808_SEG_UNCOMP,0.73621,0.8463700000000001,1.4174200000000001,0.1487954987756323,Control,,0.028850746620289004,0.034365671464328874
113,0.4041,1.8980000000000001,917.854407302039,2006.9524537967584,2735.297748751691,521.7227591323833,995.2411824789759,571.8357119266008,0.17894183666662405,0.11255108468930693,0.19933324356727988,6,C0001808_SEG_UNCOMP,0.67389,1.04708,1.27903,0.13774228777196235,Control,,0.022619349179238205,0.031253082893192126
114,0.2264,1.827,253.2344002125631,468.89885148069123,1171.6712262329754,116.13517629214476,278.89476961868246,159.5550713950625,0.16861639682757013,0.06952639194023957,0.12503395514296045,1,C0001641_SEG_UNCOMP,0.73327,0.92671,1.34002,0.07608270009696046,Control,,0.032534161370977026,0.032548010927428817
115,0.2929,2.0,505.79413429227134,649.5679090282356,1967.6434442385776,234.1160873810076,409.6551279980442,337.6114562191776,0.29692585308227776,0.07240202878537727,0.09872102586297092,2,C0001641_SEG_UNCOMP,0.7220300000000001,0.8340799999999999,1.44389,0.0978081603467509,Control,,0.038497330098412864,0.03096958954206418
116,0.2782,1.882,480.94676735194963,539.9296960566496,1755.2813167452125,237.37492410309682,356.1274584459826,311.35641118012745,0.3380697947968013,0.07415416830721963,0.09690203644104582,3,C0001641_SEG_UNCOMP,0.75578,0.82168,1.42254,0.06282243130840026,Control,,0.04554506416229847,0.033817364731851096
117,0.1973,1.834,249.38121449870647,341.3084059183656,1122.7481552979714,104.46366716754343,164.52830156171777,166.89860526458136,0.212085825378382,0.07673967655144992,0.07139876018594132,4,C0001641_SEG_UNCOMP,0.78075,0.78754,1.43171,0.1884101581148081,Control,,0.03839788545128878,0.024944875446704942
118,0.3298,2.128,582.1628001011946,1059.1923485269651,2325.194600105257,317.45254895193307,602.826265612378,391.1717607674421,0.23733489725418905,0.08319229201634916,0.11934078212497405,5,C0001641_SEG_UNCOMP,0.67015,0.90396,1.4258899999999999,0.1145936331049085,Control,,0.029308262574218754,0.03327573519110897
119,0.2286,2.023,275.09363824856786,563.6441931866304,1345.9837891255286,142.08555498394043,315.62969701316865,179.07785109007256,0.1827592338504032,0.06581340093331138,0.1101080333470004,6,C0001641_SEG_UNCOMP,0.68912,0.91666,1.3942299999999999,0.20558768573801933,Control,,0.029616850593730096,0.023352772606021147
120,0.2657,1.7819999999999998,520.9170955197095,682.4861710933782,1581.3091200062647,211.6404904523537,367.8736069545109,347.3614200504486,0.26430328948660176,0.1117621277996815,0.10771315196785776,1,C0001511_SEG_UNCOMP,0.78476,0.8166399999999999,1.39859,0.13256901755687572,Control,,0.026908861403008133,0.03986586301681981
121,0.2983,2.083,574.5931514524393,987.4136696784764,1933.3704086828384,250.99372635678296,557.4930526928871,351.96503116468165,0.22960794902228,0.08942785486712376,0.1463774035661933,2,C0001511_SEG_UNCOMP,0.6818,0.8977700000000001,1.4204299999999999,0.0844723955523423,Control,,0.023219368958573013,0.04448108791989793
122,0.2737,1.9469999999999998,414.5048904019392,823.9217261409875,1579.241775046705,236.3832622965569,464.0487139712265,299.7361619615953,0.21864507830278448,0.09760300786321008,0.13711887447476065,3,C0001511_SEG_UNCOMP,0.69075,0.96414,1.34511,0.09173365198801037,Control,,0.030307646012536462,0.035777647827207874
123,0.2175,1.798,396.81559763925765,490.8526732826032,1215.925815290173,144.72712904006994,250.94144541056525,199.3935360480945,0.2659127919834445,0.08231611407344741,0.10444923150797224,4,C0001511_SEG_UNCOMP,0.7633300000000001,0.86415,1.37253,0.11582679497855965,Control,,0.034908101738766,0.039109258768208296
124,0.3922,1.8519999999999999,1064.4421327944813,1524.7082368653894,2773.029941070244,485.8955472819425,763.134743417917,594.5415043486938,0.2523712975377501,0.11263196923271099,0.13961117770836476,5,C0001511_SEG_UNCOMP,0.74216,0.8836700000000001,1.3741700000000001,0.1254965769315982,Control,,0.02204359772847119,0.03559975386509528
125,0.2351,1.6740000000000002,492.5622460447052,534.7224219156722,1306.9379181889262,184.78912371564118,330.17618656688734,272.7425725696509,0.29915890047440696,0.09927189807256756,0.12587980198514093,6,C0001511_SEG_UNCOMP,0.80501,0.84709,1.34791,0.16193161190308208,Control,,0.030383764989048462,0.04908007398811747
126,0.3093,2.605,372.3729022771403,1211.1239653357445,2199.874916469544,246.6948372317799,669.1759589897409,261.5893605025558,0.17003632076399464,0.05838584026823052,0.14596477341621789,1,C0001852_SEG_UNCOMP,0.54448,1.03724,1.41828,0.12917056204466598,Control,,0.031090884113677126,0.034178611779872345
127,0.28300000000000003,2.438,353.04427994162705,1218.9781196724643,1945.8298152081518,206.83976423902408,647.7268246310748,243.73451045887367,0.147556004311575,0.06309401190595945,0.17444750947615725,2,C0001852_SEG_UNCOMP,0.56285,1.06495,1.3722,0.1318295332240028,Control,,0.027785004752458296,0.0419387067760609
128,0.3501,2.7510000000000003,435.6331798377552,1647.16171368443,2686.089268605213,267.73424730248524,848.172510379537,308.15150380446624,0.13747994875409775,0.055905461499328825,0.16352784801835812,3,C0001852_SEG_UNCOMP,0.5263899999999999,1.02526,1.44835,0.11235116947379607,Control,,0.023862863442884127,0.02958035344924387
129,0.297,2.1069999999999998,521.3246744040317,1067.6789342015798,1995.901410103944,264.9830411946241,570.1532584976695,347.9355479768418,0.2131117353187316,0.08791054563018212,0.1441989865221132,4,C0001852_SEG_UNCOMP,0.6711600000000001,0.9149,1.41394,0.14670426819099433,Control,,0.023885281629496616,0.04670126194113753
130,0.2541,2.1180000000000003,375.5340269929725,726.5946182800003,1525.4613589668634,196.38869587040963,411.610656279934,273.3241391424254,0.2248558556839108,0.09470907678608824,0.12345062385086435,5,C0001852_SEG_UNCOMP,0.67702,0.88905,1.43393,0.11076996376926912,Control,,0.027453816924507556,0.04731656323801146
131,0.3302,2.414,488.9186365257431,1657.783934186453,2241.2645355739587,293.1082468171959,817.6423725345236,338.68883331782587,0.13646899555645,0.08904208297381015,0.1933616475894957,6,C0001852_SEG_UNCOMP,0.56099,1.085,1.35401,0.11991885369487128,Control,,0.016462530510999027,0.03918167502131178
132,0.2077,2.0140000000000002,226.39473913304488,416.7259769159694,1162.0794942867667,126.67241610530745,250.35876726202642,163.70462428178257,0.2091373103112701,0.060919941645342285,0.0940586360285208,1,C0001572_SEG_UNCOMP,0.68902,0.9235,1.38747,0.2073134785367757,Control,,0.03955116084194993,0.0246645480430525
133,0.1192,1.885,62.113631870652675,88.32563962040095,389.84492206724167,33.75223544001671,64.1586373416105,47.010438684322146,0.23707958335771925,0.04312695655241084,0.07247574649700705,2,C0001572_SEG_UNCOMP,0.74563,0.8488700000000001,1.4055,0.13852926148038386,Control,,0.07730656936416666,0.09067213189457224
134,0.1769,1.992,149.37923505157553,271.5519197060189,858.4325812655859,83.36483230719867,165.53677765641936,109.78247372958576,0.20218753347919285,0.05501862464244482,0.0820592006380987,3,C0001572_SEG_UNCOMP,0.69224,0.92881,1.37895,0.2030352002301119,Control,,0.04777745990189309,0.038531969605513056
135,0.1538,1.95,119.85687532363207,199.0297598667079,683.0257651954154,75.71927917477899,125.56779215531036,83.27140550746233,0.25621438189393675,0.043447089370976716,0.07518931941374944,4,C0001572_SEG_UNCOMP,0.70641,0.9163100000000001,1.3772799999999998,0.25379689815581913,Control,,0.06862215544035541,0.049056526292990475
136,0.1755,2.083,145.7000943064792,312.3192630856347,847.7746357622383,83.69536995372087,184.81551310614225,91.65789676189164,0.18624321584578604,0.052177180453772176,0.1062603492242774,5,C0001572_SEG_UNCOMP,0.65461,0.9819100000000001,1.36348,0.2355658908983472,Control,,0.045611325902317985,0.029491001112455232
137,0.2288,2.106,351.1565559159969,357.2133679449167,1442.5588014554187,141.82083462749642,263.86753051420015,223.71323085934338,0.2782347858200945,0.06834453415803654,0.07758930084097719,6,C0001572_SEG_UNCOMP,0.69101,0.8537,1.45529,0.3284119641521247,Control,,0.03888015939106343,0.028283100294731443
138,0.1048,1.9569999999999999,48.940160683656025,99.84851295766285,272.28103363850045,29.17466014469047,69.11038724111263,30.757599520666126,0.1929017956193946,0.037565246289098415,0.13534004161175284,1,C0001856_SEG_UNCOMP,0.6735899999999999,1.00841,1.318,0.1427773244793427,Control,,0.08165681752020923,0.06633995193733036
139,0.193,2.1590000000000003,153.27549988498504,390.92890417228114,869.498008631205,99.25279662519648,224.5032844610699,110.22377344455644,0.1842271612674931,0.05413219131117244,0.11598285070594515,2,C0001856_SEG_UNCOMP,0.6429600000000001,0.96885,1.38819,0.3046729122593729,Control,,0.043755038440679656,0.03523000760777353
140,0.1108,1.8969999999999998,58.18049690761611,115.30536950502923,288.68025235720563,26.722630390346275,69.62875788668183,37.68349906851182,0.14644225551952902,0.05354372715570237,0.11322071389939005,3,C0001856_SEG_UNCOMP,0.68684,1.01052,1.30264,0.16155121538650052,Control,,0.05067980511160087,0.08196125444303094
141,0.1544,2.265,91.86784674591316,315.16670333246367,677.9420819148868,70.29967033012538,222.42101099566938,72.31145914190658,0.15358182322660874,0.050268883060628974,0.14727765399921733,4,C0001856_SEG_UNCOMP,0.57924,1.10871,1.31205,0.13106162738256918,Control,,0.050584001850996985,0.04092942635309
142,0.1124,1.985,51.828383013342716,78.80280022981495,292.31316065188,30.6850366532117,57.49569130920969,31.61445370728529,0.2861203932446778,0.04037038219314208,0.07071593348415323,5,C0001856_SEG_UNCOMP,0.68186,0.9645600000000001,1.35358,0.20835831989850045,Control,,0.10448551437947697,0.10894221010027536
143,0.1003,2.256,44.62273117775485,95.28756565383028,294.56149174053206,27.49551984442348,67.77855687515675,30.479040111211525,0.1872010942681537,0.04113497943192068,0.10329823088509636,6,C0001856_SEG_UNCOMP,0.61185,1.00791,1.38024,0.07861092783266851,Control,,0.06773376641106703,0.05091066295745042
144,0.2152,1.915,187.90726936516086,525.3742078663431,884.377528578094,117.39311310438332,285.6075776315598,127.74000019107449,0.13523754106555316,0.07305573874431669,0.1599224416873616,1,C0001406_SEG_UNCOMP,0.6583,1.08107,1.26062,0.21088264366362552,Control,,0.035078838028045525,0.031802951758080025
145,0.1363,1.6780000000000002,119.3386853493494,226.90446039935568,402.7472100438822,57.354209362724816,122.92065204181438,59.68212019168706,0.14908943458865978,0.06234658320522141,0.156779231256133,2,C0001406_SEG_UNCOMP,0.73725,1.02583,1.23692,0.1853910455683938,Control,,0.039205657389627294,0.04036278165899046
146,0.1801,1.531,211.2215355643246,248.3906508321784,697.7766493285469,96.21618348227925,138.1974612187854,139.7844342710863,0.2737146388298013,0.10139312392371456,0.08262667078656752,3,C0001406_SEG_UNCOMP,0.83216,0.8938,1.27404,0.18845118921221146,Control,,0.051070397981583006,0.028336633776289533
147,0.1989,1.6440000000000001,228.46109585359244,455.44385421857817,837.330147849789,127.13433489018736,206.22327797776938,124.82654561167341,0.1769347173730994,0.07162783414497631,0.11510430174780965,4,C0001406_SEG_UNCOMP,0.75473,1.00443,1.24084,0.21424491867608167,Control,,0.03557201093998605,0.031545937037924965
148,0.1927,1.705,239.2475800546569,401.3800524854746,866.0231230540718,98.47006410209177,186.23471476042724,121.77698798862127,0.1631364298321485,0.07406141796025607,0.09824176751520126,5,C0001406_SEG_UNCOMP,0.75295,0.9636,1.28346,0.221315128847254,Control,,0.03212914567559737,0.03515340139279788
149,0.1446,1.7469999999999999,144.36392297755413,255.60290914659768,549.4311246751478,71.57728950596159,140.6107693920857,67.31801375595371,0.17663566091385946,0.0448528108421331,0.12753069829704253,6,C0001406_SEG_UNCOMP,0.7216600000000001,1.01785,1.2605,0.2551178793926466,Control,,0.06283701598306968,0.0425574002608538
150,0.136,1.96,77.56967647077666,196.3563377632124,441.100520270409,38.90518500163924,78.09831953415673,48.47200987537993,0.11916749493200447,0.04945443227467757,0.08922500382693961,1,C0002156_SEG_UNCOMP,0.69285,0.9488200000000001,1.35833,0.2025474584892956,Control,,0.047983919834465205,0.10100477991400629
151,0.0862,1.788,44.89330511251833,51.64323572852411,177.86460288011105,24.221471353904803,33.97231662062316,24.616458087023048,0.31349498584382396,0.03925923642382821,0.07077389849583712,2,C0002156_SEG_UNCOMP,0.74568,0.9212,1.33312,0.38853690922096257,Control,,0.10110090710924229,0.11367963916699453
152,0.0981,1.954,30.371843052656608,60.5237815133119,183.4854799457523,20.494318565393304,34.16863117913659,20.96211382787245,0.20026223362110385,0.03643264148807253,0.07297348972464948,3,C0002156_SEG_UNCOMP,0.68885,0.96529,1.34585,0.29120186087191,Control,,0.11480401239527183,0.20178582660967667
153,0.1143,2.012,45.62718235661255,104.15610031021887,345.9064064925389,26.53670902564534,64.09802128002936,32.646433086484265,0.1387056850853991,0.0408513318528407,0.07736079737689615,4,C0002156_SEG_UNCOMP,0.66945,0.9839200000000001,1.34663,0.3181055085902185,Control,,0.06920472115421919,0.1295044514845901
154,0.0894,2.01,42.428212963530974,69.71542725967792,224.96598326923905,22.209973130591813,26.735526610275326,22.926523147150373,0.19616764951182056,0.046275901427389146,0.04738545580710515,5,C0002156_SEG_UNCOMP,0.69172,0.9178700000000001,1.3904100000000001,0.3140077530576687,Control,,0.0870716840941148,0.13698069520188524
156,0.1543,1.839,183.06039084996684,247.71154251462863,719.9873062879419,81.46568801730403,164.4916929485735,113.78662444512112,0.2334774078690011,0.08354905680486424,0.11451273134964765,1,C0001839_SEG_UNCOMP,0.74031,0.8981399999999999,1.36155,0.13948660704478594,Control,,0.035108517312527815,0.04663962495053404
157,0.2512,2.221,447.9823416864637,688.1653034289702,1730.3830734937835,184.9755156244746,399.2430206041214,223.590911225053,0.20902585113024585,0.06403806959507141,0.11186439346550024,2,C0001839_SEG_UNCOMP,0.66593,0.8552200000000001,1.47885,0.10619432825632356,Control,,0.037729063086181354,0.03908774832157142
158,0.2619,2.2430000000000003,322.4584547739169,942.1821493303282,1645.8827673416515,225.46615522954812,508.2363010378118,227.55105470390004,0.17532693994497014,0.06751585585582767,0.1565618266398532,3,C0001839_SEG_UNCOMP,0.59878,1.0579399999999999,1.34328,0.16447725235747154,Control,,0.032067044331718954,0.04120091097940655
159,0.1528,2.0869999999999997,178.64802373140222,238.31550598546497,909.6610977286673,96.92578563336893,163.69358152119668,113.26302587865513,0.3077463884733437,0.05045787204827045,0.0730018539355189,4,C0001839_SEG_UNCOMP,0.6983,0.84429,1.45741,0.28968612401392296,Control,,0.07312413379735133,0.06954417172642778
160,0.1781,2.34,196.54181971578632,452.8664780144152,1112.6596897679901,127.15820063718004,263.0795150628407,135.84998884003045,0.21477175945085566,0.059266506574796575,0.1071965111407183,5,C0001839_SEG_UNCOMP,0.6141399999999999,0.94862,1.43724,0.08966346635339892,Control,,0.055975942757750696,0.07315015501422122
161,0.1937,2.11,267.22407335902085,458.1661333740824,1264.3409579323607,135.11701544585034,252.72403097893425,164.5653186431123,0.23119022843703144,0.06131238007127667,0.09617025715969453,6,C0001839_SEG_UNCOMP,0.68378,0.8734700000000001,1.44275,0.16269756063818944,Control,,0.051381887192841195,0.055978215621990526
166,0.1149,2.1790000000000003,62.79554851191824,170.54787124225916,518.5794429698758,31.669259563403703,84.63941285573425,42.383045470288735,0.10994200956726227,0.03464639690589138,0.07083867998337616,5,C0002187_SEG_UNCOMP,0.64923,0.9358200000000001,1.41495,0.4359909841750884,Control,,0.0742311679962055,0.07364035229269283
168,0.1776,2.095,109.2096662716048,357.24016808625663,736.0043154077663,65.01678515156381,201.9765988134649,79.99867214367437,0.11696398065877545,0.04746919300584733,0.13849984324503484,1,C0001546_SEG_UNCOMP,0.6554800000000001,0.9713200000000001,1.37321,0.2629510288445375,Control,,0.040548253030459794,0.0644644419012294
169,0.1861,1.9380000000000002,145.46418064327563,390.1955163532354,879.2545556854933,99.62457596175837,200.2510639184036,98.2070816155712,0.16998249901818352,0.0448872027468168,0.11259013261628878,2,C0001546_SEG_UNCOMP,0.68279,0.9939899999999999,1.32323,0.282564260360012,Control,,0.05134121437648961,0.04455143552412242
170,0.0921,1.75,72.98877100647174,100.77992271598372,240.879266348125,24.85556482397258,48.8424283425566,36.25158366002911,0.1350090717886107,0.07675010689586778,0.09607346035988916,3,C0001546_SEG_UNCOMP,0.76012,0.90996,1.32992,0.4035157002230737,Control,,0.04825995635980332,0.041754149204167965
174,0.2779,1.966,372.13775876821154,822.5100191475486,1523.98121808285,184.07019714754009,443.2489763696943,227.08365582847333,0.1721800497925638,0.07599481898443637,0.15058815502761802,1,C0001753_SEG_UNCOMP,0.67989,0.98375,1.33636,0.16916865415197546,Control,,0.02856861044378947,0.022008067889936665
175,0.2802,2.072,397.3173943826889,825.3341706017877,1833.4522516963655,218.8016585519984,482.4543987795722,268.8347876306524,0.20976409318495268,0.07092069061167842,0.12393448863674733,2,C0001753_SEG_UNCOMP,0.66728,0.94989,1.38283,0.16649960642803138,Control,,0.031696240115859635,0.02745501781603749
176,0.292,2.0909999999999997,391.46649583390746,967.7203824224298,1655.9573147492824,196.36200555603318,506.7657596754447,235.7275604483824,0.1605450054796395,0.07423722473918416,0.15644316874568373,3,C0001753_SEG_UNCOMP,0.6470899999999999,0.99977,1.35315,0.10056278645698176,Control,,0.025720635566922286,0.022835526303847713
177,0.3955,2.318,706.8070571333348,2039.9373255054559,2892.1663879957805,426.5823634875223,1023.9438875224274,461.1945594698275,0.1582892764435679,0.08586466689910799,0.1863189554780445,4,C0001753_SEG_UNCOMP,0.57594,1.08922,1.33484,0.15526034701652852,Control,,0.021377589089700864,0.029223177247919074
178,0.2096,1.723,264.2442852131379,359.39125591842765,934.7314588032524,115.97023518691229,208.893206932882,176.91067905174708,0.22511102433545926,0.09882933333368,0.10689388268271846,5,C0001753_SEG_UNCOMP,0.77761,0.8826200000000001,1.3397700000000001,0.10671232513453947,Control,,0.0342395109041439,0.017428288148909316
179,0.3526,2.09,582.6188269861392,1567.8135563736832,2306.0320517981727,378.0795409527042,821.9699678223271,396.43922988283583,0.16548624543999474,0.08440613366098572,0.19008527432426486,6,C0001753_SEG_UNCOMP,0.63155,1.04869,1.31976,0.17149134320170314,Control,,0.02519663082070919,0.02850133659469887
180,0.2037,2.315,233.61395702157432,383.99354275990083,1257.163872769486,107.16425926492883,237.06891735721817,165.8541008093783,0.22117188599978946,0.06433341214318967,0.0842226913597637,1,C0002198_SEG_UNCOMP,0.65458,0.83021,1.51522,0.12686041328557815,Control,,0.033735542371272104,0.030208814722748722
181,0.1008,1.8330000000000002,92.74040236248615,161.8698606588161,487.8435725517832,53.21383996216646,99.79643764613846,59.56144335083923,0.2223977286693405,0.060300667680513835,0.08298877246337527,2,C0002198_SEG_UNCOMP,0.7237899999999999,0.9492,1.32701,0.1993557701446817,Control,,0.09465873338037407,0.10022217337031247
182,0.2092,2.096,282.00256945688824,547.6717857569237,1296.0682768685415,148.20418402378272,301.6047990079112,166.16568555191802,0.22269243704049205,0.06138869856678575,0.1126692845878296,3,C0002198_SEG_UNCOMP,0.6782100000000001,0.9001299999999999,1.4216600000000001,0.17235757280886144,Control,,0.0440793199913362,0.05184855079232323
183,0.1384,2.15,94.54030988899574,327.8945666990116,585.1617055453652,62.365953791340935,185.06774744214272,74.71933348001033,0.13222595353508598,0.07252086710357525,0.13994458547014266,4,C0002198_SEG_UNCOMP,0.60815,1.08425,1.3076,0.2232193435887952,Control,,0.0383352894476347,0.05384366696099544
184,0.157,1.9569999999999999,204.65072481165126,369.5355044297771,906.6373584825212,99.69383909737331,196.3510592929372,108.75529336604116,0.19881684616402776,0.055344006698981235,0.10856804427077914,5,C0002198_SEG_UNCOMP,0.70049,0.9284100000000001,1.3711,0.27473499879485663,Control,,0.06816941378417295,0.06416436970776622
185,0.175,2.3,169.44074598791246,404.6824827776904,979.1361307641316,79.41614112760297,241.0107334099669,114.2667417828246,0.15608752685396896,0.05553719726872175,0.1183678002945618,6,C0002198_SEG_UNCOMP,0.6329,0.9117200000000001,1.45538,0.21331601412416026,Control,,0.03945219735522248,0.03896340417968363
186,0.0954,1.85,53.260063441181174,91.12480141986653,273.64605567578707,28.14087625741744,61.15935651283221,38.347356497115,0.19025757585407188,0.06408433108318128,0.11208657173414954,1,C0001792_SEG_UNCOMP,0.72622,0.93,1.34378,0.28299447360135177,Control,,0.04473727470453278,0.03150218414294831
187,0.1344,2.0269999999999997,88.19678403178591,197.54162389437766,589.3023585610407,60.76921973884284,129.17399370170358,72.35829586898396,0.20609832275456047,0.05214900878405807,0.08742691568961937,2,C0001792_SEG_UNCOMP,0.68124,0.9381,1.38066,0.3045186875723809,Control,,0.058244804408904546,0.03859311193743244
188,0.1699,2.283,115.90455112587534,346.0617511060913,815.0241694538906,77.033541330785,207.34868076485557,91.0629425022752,0.16107938206687766,0.05475803207576148,0.1113738150262436,3,C0001792_SEG_UNCOMP,0.60887,1.0010700000000001,1.3900700000000001,0.2723649505870729,Control,,0.04013201253600004,0.02739753233649514
189,0.1338,1.993,86.48678481867522,150.0659710322814,622.1881459120087,42.759279085482056,99.05119726530927,72.89945187785138,0.1910386814627987,0.05477419942557185,0.0687679828456611,4,C0001792_SEG_UNCOMP,0.7229399999999999,0.8359,1.44116,0.20461657548044598,Control,,0.05117238922500002,0.04010701597809388
190,0.1177,1.994,66.05639319606118,117.7552754578943,370.12766921005766,37.014549852218316,83.65959700643594,44.21348988082443,0.2095446845975432,0.06333549424152732,0.09902403303110298,5,C0001792_SEG_UNCOMP,0.6552,1.0386,1.3062,0.3211024533132573,Control,,0.06270294227343087,0.04138839934491463
191,0.1514,1.9269999999999998,136.1439891091728,157.49959359031,720.4864905503398,70.77255711813669,116.5448400005068,94.59436399311231,0.30612252069676266,0.04533226339644378,0.07807321744433235,6,C0001792_SEG_UNCOMP,0.74778,0.81121,1.4410100000000001,0.16959938410722258,Control,,0.06497930122892819,0.03947238085365564
192,0.2999,1.9809999999999999,578.0620999683737,693.2715979897116,1995.262457164343,285.40524409913684,457.3186187585114,389.04690307655466,0.32426769553836643,0.08618576204037852,0.10138601222390872,1,C0001944_SEG_UNCOMP,0.72621,0.83515,1.43864,0.09017319559522838,Control,,0.03817995716195917,0.039614152916055065
193,0.3608,2.327,636.8323006274005,1459.5929962058826,2593.049002404726,352.98626351886236,767.8913743855902,415.2415058908706,0.1908338797200023,0.0798964498968543,0.1509972962657517,2,C0001944_SEG_UNCOMP,0.61729,0.94647,1.43624,0.10242035339462706,Control,,0.022221521864651317,0.03242618408960935
194,0.2767,2.186,331.6383240792435,730.9682879670175,1649.5490087247974,183.235067548304,446.9534792300993,229.73590544423,0.2136129826249508,0.06219358758482847,0.12341251731124114,3,C0001944_SEG_UNCOMP,0.64237,0.9535100000000001,1.40412,0.054672698445830274,Control,,0.0404405719119014,0.028572693996112168
195,0.2163,2.364,175.0927907404857,444.8752877434532,1260.7679653889834,110.85464141157956,271.9585901265028,133.58639799468102,0.1930777834605394,0.04734888331087934,0.09645625789805866,4,C0001944_SEG_UNCOMP,0.60937,0.95011,1.44052,0.09494479107937988,Control,,0.04767181411313298,0.03311065070741824
196,0.1987,2.175,175.36725534301846,394.89423731479934,1061.1759743272128,113.66102405078009,258.03462319675333,130.56667339067926,0.22132881681130065,0.05042841863834735,0.10799816840467348,5,C0001944_SEG_UNCOMP,0.64276,0.9591299999999999,1.39811,0.15467347319782854,Control,,0.051167983944480036,0.03331936500076036
197,0.2776,2.259,339.16199541888403,805.5532539287401,1779.1980995948236,180.21308523072784,458.6614450137412,231.4949428871389,0.1756498766546287,0.05877760769299635,0.12734182774590566,6,C0001944_SEG_UNCOMP,0.63583,0.92771,1.43646,0.17874255465786754,Control,,0.028939095991326536,0.026975751354984197
